Deutsch,English,wk,freq
claudius,Claudia,0,153
swanson,swanson,0,153
hallie,Hallie,0,153
meinungsverschiedenheiten,disagreements,0,153
meta-menschen,meta-humans,0,153
feststellung,determination,0,153
erbärmliches,pathetic,0,153
wiederauferstehung,resurrection,0,153
manschettenknöpfe,cufflinks,0,153
rauszuwerfen,to throw out,0,153
anregend,stimulating,0,153
nelken,cloves,0,153
akbar,akbar,0,153
rheuma,rheumatism,0,153
heathcliff,Heathcliff,0,153
vereitelt,thwarted,0,153
auszukommen,to get along,0,153
unverschämte,impudent,0,153
interaktion,interaction,0,153
mahler,miller,0,153
sunday,sunday,0,153
befreiend,liberating,0,153
aufgefüllt,filled up,0,153
blubbern,bubble,0,153
innerer,inner,0,153
ithaka,Ithaca,0,153
bae,bae,0,153
vermiesen,spoil,0,152
aaaah,aaaah,0,152
e.t.,e.t.,0,152
spul,spool,0,152
pausenraum,break room,0,152
lehnten,leaned,0,152
setup1503,setup1503,0,152
paramount,paramount,0,152
demzufolge,consequently,0,152
zito,zito,0,152
kaffeepause,coffee break,0,152
tröste,comfort,0,152
anus,anus,0,152
passion,passion,0,152
anzuvertrauen,to entrust,0,152
singende,singing,0,152
kristallkugel,crystal ball,0,152
dada,dada,0,152
peilung,bearing,0,152
ausreiten,ride out,0,152
richtern,judge,0,152
russlands,Russia,0,152
sauberkeit,cleanliness,0,152
bezeichnete,designated,0,152
schlaflose,sleepless,0,152
abgestochen,stabbed,0,152
unmittelbare,immediate,0,152
verantwortungsvoll,responsible,0,152
tia,tia,0,152
theatre,theatre,0,152
verflogen,evaporated,0,152
fütterst,feed,0,152
verteiler,distributor,0,152
motelzimmer,motel room,0,152
unseretwegen,for our sake,0,152
us-dollar,us dollars,0,152
hingucken,look,0,152
wurmlöcher,wormholes,0,152
baumstamm,tree trunk,0,152
obrigkeit,authority,0,152
durchwühlen,rummage through,0,152
erzürnt,angry,0,152
geheimnisvoller,more mysterious,0,152
urban,urban,0,152
interstate,interstate,0,152
eingesprungen,jumped in,0,152
gesetzlose,outlaws,0,152
abführmittel,laxative,0,152
bösartigen,malicious,0,152
opossum,possum,0,152
wiederherstellung,recovery,0,152
gant,gant,0,152
eingeweiden,gutted,0,152
familienvater,family man,0,152
aufging,rose,0,152
engländern,english,0,152
maßlos,excessive,0,152
hubot,hubot,0,152
sieb,sieve,0,152
bumpy,bumpy,0,152
gesät,sown,0,152
würmern,worms,0,152
pitch,pitch,0,152
fünfhundert,five hundred,0,152
flip,flip,0,152
angetrunken,drunk,0,152
emotionales,emotional,0,152
mysterien,mysteries,0,152
knalle,bang,0,152
pollen,pollen,0,152
flüssiges,liquid,0,152
rapunzel,Rapunzel,0,152
celal,celal,0,152
voyage,voyage,0,152
sinnloses,pointless,0,152
plaudert,chats,0,152
ok.,OK.,0,152
korkenzieher,corkscrew,0,152
urteilt,judges,0,152
zyklop,Cyclops,0,152
jd,sb,0,152
erdrückt,crushed,0,152
plural,plural,0,152
uah,ugh,0,152
annullierung,cancellation,0,152
nachweis,proof,0,152
einwerfen,throw in,0,152
festplatten,hard drives,0,152
arvid,arvid,0,152
domina,dominatrix,0,152
shell,shell,0,152
zapata,zapata,0,152
somebody,somebody,0,152
dringlichkeit,urgency,0,152
gegenseitige,mutual,0,152
zielpersonen,target persons,0,152
fiesling,nasty,0,152
mandat,mandate,0,152
abgeschirmt,shielded,0,152
dessous,lingerie,0,152
ar,ar,0,152
schäferhund,German Shepherd,0,152
aufzeigen,show,0,152
zurückerobern,recapture,0,152
chappie,chappie,0,152
hülsen,pods,0,152
kontrollzentrum,control center,0,152
verschwindens,disappearance,0,152
dürftest,you should,0,152
pessimistisch,pessimistic,0,152
dschihad,jihad,0,152
neugierigen,curious,0,152
familienessen,family dinner,0,152
anthropologie,anthropology,0,152
lindert,alleviates,0,152
us-armee,us army,0,152
blumenstrauß,bouquet of flowers,0,152
begnadigen,pardon,0,152
rausfinde,find out,0,152
dissertation,dissertation,0,152
violett,violet,0,152
delegierten,delegates,0,152
xoxo,xoxo,0,152
kräutern,herbs,0,152
steckdose,power outlet,0,152
pickett,picket,0,152
kerosin,kerosene,0,152
umliegenden,surrounding,0,152
einfliegen,fly in,0,152
gottverlassenen,godforsaken,0,152
dämpfer,mute,0,152
lebensfreude,joy of life,0,151
generalprobe,general rehearsal,0,151
bürgerliche,civil,0,151
teds,teds,0,151
hypnotisieren,hypnotize,0,151
dci,dci,0,151
rumrennen,running around,0,151
schätzte,appreciated,0,151
melodramatisch,melodramatic,0,151
lupin,lupin,0,151
mörderisch,murderous,0,151
spermien,sperm,0,151
brecheisen,crowbar,0,151
kjell,kjell,0,151
antreibt,drives,0,151
vermisstenanzeige,missing person report,0,151
falling,falling,0,151
breaking,breaking,0,151
einweisung,briefing,0,151
annehmlichkeiten,amenities,0,151
rückgabe,return,0,151
christa,christa,0,151
klinisch,clinical,0,151
ficker,fucker,0,151
abfuhr,departed,0,151
hanne,Hanne,0,151
tauschten,exchanged,0,151
kuli,coolie,0,151
mori,mori,0,151
nachfolge,succession,0,151
abgenutzt,worn,0,151
vortanzen,audition,0,151
menschenhandel,human trafficking,0,151
abläufe,processes,0,151
lenz,lenz,0,151
aufzusteigen,to rise,0,151
telefonaufzeichnungen,phone records,0,151
circus,circus,0,151
gegebener,given,0,151
ansteht,pending,0,151
lieblingsbuch,favorite book,0,151
eingeatmet,inhaled,0,151
bagger,excavator,0,151
vereinfacht,simplified,0,151
nähmaschine,sewing machine,0,151
gnädigen,have mercy,0,151
taktvoll,tactful,0,151
chocolate,chocolate,0,151
corpus,corpus,0,151
stinson,stinson,0,151
bundesregierung,federal government,0,151
willste,want,0,151
dominiert,dominated,0,151
kampfsport,martial arts,0,151
verurteilungen,convictions,0,151
durchbohren,pierce,0,151
erschreckst,scare you,0,151
überschlagen,overturn,0,151
cartwright,Cartwright,0,151
spreizen,spread,0,151
sog,so-called,0,151
gegenseitigen,mutual,0,151
hernehmen,take here,0,151
mcguire,mcguire,0,151
schuldigern,guilty,0,151
lamont,lamont,0,151
zähler,counter,0,151
ticktack,ticktock,0,151
massimo,massimo,0,151
belüge,lie,0,151
bewährungsauflagen,probation conditions,0,151
rasier,shave,0,151
durchgeht,goes through,0,151
atmete,breathed,0,151
entbinden,deliver,0,151
kims,kims,0,151
delikatesse,delicacy,0,151
heini,heini,0,151
austen,austen,0,151
bemerkenswerter,more remarkable,0,151
beweisstücke,pieces of evidence,0,151
janis,Janis,0,151
frühes,early,0,151
besorgter,more worried,0,151
fotoapparat,camera,0,151
aka,aka,0,151
mazel,mazel,0,151
hiergelassen,left here,0,151
prado,prado,0,151
feuerwehrleute,firefighters,0,151
katniss,Katniss,0,151
seligen,blessed,0,151
expansion,expansion,0,151
sternchen,asterisk,0,151
armenhaus,poorhouse,0,151
senkrecht,perpendicular,0,151
wohingegen,whereas,0,151
lothbrok,lothbrok,0,151
abruf,retrieval,0,151
unterhaltet,entertained,0,151
abzuliefern,to deliver,0,151
explosiv,explosive,0,151
angeklagter,accused,0,151
ufern,shores,0,151
kneift,pinches,0,151
beordert,ordered,0,151
pumuckl,pumuckl,0,151
versorge,supply,0,151
abgesägt,sawn off,0,151
gibraltar,Gibraltar,0,151
blinky,blinky,0,151
schlichten,mediate,0,151
bastian,Bastian,0,151
segelboot,sailboat,0,151
blasmusik,brass music,0,151
abzüglich,less,0,151
berenson,Berenson,0,151
angeschleppt,dragged along,0,151
kuwait,Kuwait,0,151
banshee,banshee,0,151
mutigste,bravest,0,151
gehirntumor,brain tumor,0,151
bessert,improves,0,151
umgeworfen,knocked over,0,151
nyu,nyu,0,151
unerkannt,unrecognized,0,151
respektlosigkeit,disrespect,0,151
salve,volley,0,151
arzttermin,doctor's appointment,0,151
photo,photo,0,151
bestreben,strive,0,151
tims,tims,0,151
malaysia,Malaysia,0,150
roz,pink,0,150
burrell,burrell,0,150
zahlenmäßig,numerically,0,150
deckte,covered,0,150
drogenbesitz,drug possession,0,150
beunruhigung,worry,0,150
hingehalten,held up,0,150
passierten,happened,0,150
objekten,objects,0,150
didn,didn,0,150
linderman,linderman,0,150
urplötzlich,all of a sudden,0,150
stammzellen,stem cells,0,150
ausgestreckt,stretched out,0,150
pres,pres,0,150
visitenkarten,business cards,0,150
aug,Aug,0,150
unbewohnt,uninhabited,0,150
chas,chas,0,150
unterkommen,accommodate,0,150
kelsey,Kelsey,0,150
jeanine,jeanine,0,150
torten,cakes,0,150
nachschlagen,look up,0,150
flüchtlingslager,refugee camp,0,150
spielzeit,playtime,0,150
glückstreffer,lucky hit,0,150
aya,aya,0,150
geisteskrankheit,mental illness,0,150
muessen,must,0,150
zerfetzen,shred,0,150
gewünschten,desired,0,150
roswell,Roswell,0,150
ausspricht,pronounces,0,150
aufzusetzen,to put on,0,150
konservatorium,conservatory,0,150
dima,dima,0,150
alastair,alastair,0,150
lia,lia,0,150
kralle,claw,0,150
likör,liqueur,0,150
pinot,pinot,0,150
ausbaden,pay off,0,150
romulus,Romulus,0,150
parallelen,parallels,0,150
nicholson,nicholson,0,150
ninh,nope,0,150
geraumer,more,0,150
fratze,grimace,0,150
broderick,broderick,0,150
cabo,cabo,0,150
aufzubewahren,to keep,0,150
bequeme,comfortable,0,150
staunst,amazed,0,150
beifahrer,passenger,0,150
verweigerte,refused,0,150
mietete,rented,0,150
befragte,questioned,0,150
angelt,fished,0,150
pump,pump,0,150
tusch,tush,0,150
haarig,haired,0,150
überbringer,bearer,0,150
sicherheitsmann,security guard,0,150
analysiere,analyze,0,150
abendkleid,evening dress,0,150
phantasien,fantasies,0,150
gegenseite,opposite,0,150
einordnen,classify,0,150
keene,none,0,150
umdreht,turns around,0,150
grönland,Greenland,0,150
fifty-fifty,fifty-fifty,0,150
zimmergenossen,roommates,0,150
wendest,turn,0,150
ina,ina,0,150
bedauernswert,pitiful,0,150
herumzulaufen,to walk around,0,150
leanne,leanne,0,150
gottlieb,goodness,0,150
zerstritten,quarreled,0,150
warden,warden,0,150
gladstone,Gladstone,0,150
verlassenes,abandoned,0,150
anlauf,start-up,0,150
scouts,scouts,0,150
mögliches,possible,0,150
patientinnen,patients,0,150
bezaubernden,enchanting,0,150
römischer,Roman,0,150
yuko,Yuko,0,150
beug,bend,0,150
rätselhafte,enigmatic,0,150
priestern,priests,0,150
lästigen,annoying,0,150
dorothea,dorothea,0,150
quäle,torture,0,150
fensterläden,shutters,0,150
checkpoint,checkpoint,0,150
vogels,birds,0,150
improvisation,improvisation,0,150
gräueltaten,atrocities,0,150
bettzeug,bedding,0,150
peinlicher,more embarrassing,0,150
smythe,smythe,0,150
hasses,hate,0,150
lai,lay,0,150
gehäutet,skinned,0,150
noora,noora,0,150
auftauen,thaw,0,150
abgesandter,emissary,0,150
weltlichen,secular,0,150
anzulocken,to attract,0,150
cale,cale,0,150
hirnschaden,brain damage,0,150
geschätzter,more valued,0,150
schlaftablette,sleeping pill,0,150
fraglichen,questionable,0,150
telemach,telemach,0,150
gewandelt,changed,0,150
sonnenstrahl,sunbeam,0,150
rausholt,takes out,0,150
durchtrennen,cut through,0,150
jod,iodine,0,150
tatiana,Tatiana,0,150
britt,brit,0,150
fiedler,fiddler,0,149
umsichtig,prudent,0,149
momentanen,momentary,0,149
udssr,ussr,0,149
sri,sri,0,149
warzen,warts,0,149
berühmtheiten,celebrities,0,149
erkältest,get a cold,0,149
aufständischen,insurgents,0,149
matthäus,Matthew,0,149
kongressabgeordneten,congressmen,0,149
lyndon,lyndon,0,149
beschwerte,complained,0,149
puffer,buffer,0,149
veralbern,make fun of,0,149
hinweist,points out,0,149
kackt,poop,0,149
aufnahmeprüfung,entrance exam,0,149
winzling,tiny,0,149
frakturen,fractures,0,149
aki,aki,0,149
handelten,acted,0,149
chronische,chronic,0,149
reece,reece,0,149
valide,valid,0,149
familienunternehmen,family business,0,149
rosig,rosy,0,149
riskier,risk,0,149
übertreibung,exaggeration,0,149
glaubtest,you believed,0,149
benachrichtige,notify,0,149
teo,teo,0,149
posieren,pose,0,149
einzugestehen,to admit,0,149
30ern,30s,0,149
cheech,cheech,0,149
betreuerin,carer,0,149
knights,knights,0,149
mitbringst,bring with you,0,149
gefallene,fallen,0,149
wirtschaftskrise,economic crisis,0,149
tankstellen,gas stations,0,149
sichtbaren,visible,0,149
logen,lied,0,149
waffenschein,gun license,0,149
kunstgeschichte,art history,0,149
schwachpunkt,weak point,0,149
produktiv,productive,0,149
fabelhaften,fabulous,0,149
jie,jie,0,149
heiklen,delicate,0,149
rikers,rikers,0,149
laufpass,run pass,0,149
versteigerung,auction,0,149
abkriegen,get it off,0,149
entwickle,develop,0,149
auskünfte,information,0,149
grendel,grendel,0,149
arktis,Arctic,0,149
umkippen,tip over,0,149
hühnersuppe,chicken soup,0,149
bibliothekar,librarian,0,149
blackbox,black box,0,149
gastfreundlich,hospitable,0,149
sonntagabend,Sunday evening,0,149
shalom,shalom,0,149
bevorzugst,preferred,0,149
physiotherapie,physiotherapy,0,149
imaginäre,imaginary,0,149
besorgten,worried,0,149
sprecherin,speaker,0,149
myrna,myrna,0,149
dodger,dodger,0,149
shots,shots,0,149
kennedys,Kennedy's,0,149
packungen,packs,0,149
zeichnest,draw,0,149
auszutricksen,to trick,0,149
abholung,pickup,0,149
wisteria,wisteria,0,149
chestnut,chestnut,0,149
quest,quest,0,149
kathi,Kathy,0,149
fittiche,fit,0,149
tigh,tigh,0,149
benjy,benjy,0,149
zulässig,permitted,0,149
liefe,ran,0,149
many,many,0,149
tracker,tracker,0,149
jämmerliche,pathetic ones,0,149
irgendeines,any,0,149
schutzraum,shelter,0,149
zerrt,tugs,0,149
formulierung,formulation,0,149
geass,geass,0,149
ausgecheckt,checked out,0,149
kalkutta,Calcutta,0,149
fassungslos,stunned,0,149
extrapunkte,extra points,0,149
plätschert,ripples,0,149
mitbrachte,brought with him,0,149
höhnisch,scornfully,0,149
erfülltes,fulfilled,0,149
effie,effie,0,149
wunderhübsch,wonderfully pretty,0,149
racine,racine,0,149
hergerissen,torn away,0,149
skies,skies,0,149
vittorio,vittorio,0,149
ergebener,more devoted,0,149
gänseblümchen,daisy,0,149
maskenball,masked ball,0,149
mordet,murders,0,149
verkörpern,embody,0,149
abgabe,delivery,0,149
algorithmen,algorithms,0,149
rockwell,rockwell,0,149
ausgehändigt,handed out,0,149
familienleben,family life,0,149
aufenthaltsraum,lounge,0,149
gottseidank,Thank God,0,149
faulheit,idleness,0,149
durchführung,implementation,0,149
humanoide,humanoids,0,149
beibringt,teaches,0,149
übersicht,overview,0,149
independence,independence,0,149
abriss,demolition,0,149
vibrieren,vibrate,0,149
heat,heat,0,149
nachspiel,aftermath,0,149
neo,neo,0,149
durchlöchert,perforated,0,149
verbeugt,bowed,0,149
stoppschild,stop sign,0,149
urgroßmutter,great-grandmother,0,149
blasse,paleness,0,149
übergriff,assault,0,149
bettdecke,duvet,0,149
mali,Mali,0,149
jessicas,Jessica,0,148
bespreche,discuss,0,148
voraussehen,foresee,0,148
blutkreislauf,blood circulation,0,148
wunderte,wondered,0,148
tack,tack,0,148
dede,dede,0,148
raffinierte,sophisticated,0,148
delilah,delilah,0,148
flotter,faster,0,148
thrones,thrones,0,148
zutreffend,applicable,0,148
sprechenden,speaking,0,148
inhuman,inhuman,0,148
harpune,harpoon,0,148
übersprungen,skipped,0,148
aphrodite,Aphrodite,0,148
benötigst,need,0,148
diktiert,dictated,0,148
kabinen,cabins,0,148
entledigen,get rid of,0,148
siu,siu,0,148
olli,Ollie,0,148
auftrieb,boost,0,148
triumphale,triumphant,0,148
strahlenden,radiant,0,148
blutgerinnsel,blood clots,0,148
gully,gully,0,148
geeigneter,more suitable,0,148
renate,Renate,0,148
steuergelder,tax money,0,148
dominik,Dominic,0,148
impfung,vaccination,0,148
seinesgleichen,his equal,0,148
nostradamus,nostradamus,0,148
entschließen,decide,0,148
blunt,blunt,0,148
soufflé,souffle,0,148
zitate,quotes,0,148
heuchlerin,hypocrite,0,148
heidenangst,scared shitless,0,148
verdeck,cover,0,148
banana,banana,0,148
bändern,ribbons,0,148
gefaltet,folded,0,148
verankert,anchored,0,148
vitrine,showcase,0,148
ikone,icon,0,148
zuhalten,to keep,0,148
granit,granite,0,148
geheimgang,secret passage,0,148
intelligence,intelligence,0,148
gefährdung,danger,0,148
dougal,dougal,0,148
pflock,peg,0,148
neely,neely,0,148
menschenblut,human blood,0,148
rahl,rahl,0,148
wiederzukommen,to come back,0,148
erblühen,blossom,0,148
vollstrecker,executor,0,148
silikon,silicone,0,148
xindi,xindi,0,148
sutherland,sutherland,0,148
homos,homos,0,148
bereitstellen,provide,0,148
mado,mado,0,148
softball,softball,0,148
verreise,travel,0,148
sets,sets,0,148
kriegsbeil,hatchet,0,148
schallplatten,vinyl records,0,148
med,med,0,148
boxkampf,boxing match,0,148
cocoa,cocoa,0,148
lebenswichtig,vital,0,148
bandenkrieg,gang war,0,148
trafst,met,0,148
flausen,fluff,0,148
akkord,chord,0,148
mylords,my lords,0,148
fühler,sensor,0,148
tur,door,0,148
muttermilch,breast milk,0,148
beliebigen,any,0,148
bohrinsel,oil rig,0,148
fielding,fielding,0,148
striptease,striptease,0,148
hayward,hayward,0,148
bosnien,Bosnia,0,148
pompeji,Pompeii,0,148
kampflaute,fighting sounds,0,148
arschtritt,ass-kicking,0,148
reinkarnation,reincarnation,0,148
holman,holman,0,148
postieren,post,0,148
mammi,mommy,0,148
pheebs,pheebs,0,148
bettelte,begged,0,148
bestätigten,confirmed,0,148
sedan,sedan,0,148
luftballons,balloons,0,148
belange,concerns,0,148
hieltest,held,0,148
jahrtausend,millennium,0,148
exklusive,exclusive,0,148
platin,platinum,0,148
quell,source,0,148
gayle,gayle,0,148
befrage,question,0,148
barrikaden,barricades,0,148
gaeta,gaeta,0,148
glückszahl,lucky number,0,148
chez,chez,0,148
aufgekauft,bought up,0,148
identische,identical,0,148
luchs,lynx,0,148
hodor,hodor,0,148
haien,sharks,0,148
friedliches,peaceful,0,148
turners,turners,0,148
ewald,ewald,0,148
fahrschein,ticket,0,148
müllabfuhr,garbage collection,0,148
würze,wort,0,148
ersatzschlüssel,spare key,0,148
hummel,bumblebee,0,148
einbricht,breaks in,0,148
fernsehsendung,television show,0,148
sentimentalen,sentimental,0,148
tumore,tumors,0,148
durchblick,perspective,0,148
soren,sors,0,147
bemalt,painted,0,147
verfüttert,fed,0,147
befehlskette,chain of command,0,147
anstiftung,incitement,0,147
schnauft,snorts,0,147
rohan,Rohan,0,147
altersunterschied,age difference,0,147
oli,Oli,0,147
integration,integration,0,147
talkshow,talk show,0,147
jos,jos,0,147
broyles,broyles,0,147
dunlop,dunlop,0,147
dezernat,department,0,147
vollgepumpt,pumped full,0,147
rivale,rival,0,147
juno,Juno,0,147
indonesien,Indonesia,0,147
brathähnchen,fried chicken,0,147
zwitschert,chirps,0,147
bettruhe,bed rest,0,147
figaro,figaro,0,147
mags,likes,0,147
santana,Santana,0,147
intensiven,intense,0,147
gleichungen,equations,0,147
spaulding,spaulding,0,147
zurückkaufen,buy back,0,147
gelinde,mildly,0,147
kimber,Kimber,0,147
atheist,atheist,0,147
schnellstraße,expressway,0,147
spionen,spies,0,147
augenlider,eyelids,0,147
dienstzeit,length of service,0,147
endeten,ended,0,147
geschahen,happened,0,147
kotflügel,fender,0,147
ehepartner,spouse,0,147
zugenäht,sewn up,0,147
anlegst,create,0,147
korrekturen,corrections,0,147
erschufen,created,0,147
chirurgischen,surgical,0,147
agnès,Agnes,0,147
beachtliche,remarkable,0,147
fühltest,felt,0,147
erregte,excited,0,147
kommodore,commodore,0,147
rausfliegen,fly out,0,147
moralischer,more moral,0,147
patronenhülsen,cartridge cases,0,147
angesprungen,jumped on,0,147
soldier,soldier,0,147
absehen,refrain,0,147
cassius,cassius,0,147
ernstfall,serious case,0,147
handfläche,palm,0,147
hochgezogen,pulled up,0,147
unsichtbarer,more invisible,0,147
bügeleisen,iron,0,147
capitano,captain,0,147
hervorgebracht,produced,0,147
versetze,relocate,0,147
chaney,chaney,0,147
eiweiß,protein,0,147
einzusammeln,to collect,0,147
zusammenpacken,pack up,0,147
wangenknochen,cheekbones,0,147
erscheinungen,appearances,0,147
verwahrung,safekeeping,0,147
norwegischen,Norwegian,0,147
befindest,are,0,147
tagein,day in and day out,0,147
wanderst,wander,0,147
rt,rt,0,147
dupont,dupont,0,147
ausstechen,cut out,0,147
sitzend,sitting,0,147
clear,clear,0,147
flussaufwärts,upstream,0,147
konservativen,conservative,0,147
rettungsmission,rescue mission,0,147
beobachteten,observed,0,147
thérèse,Therese,0,147
anfeuern,cheer on,0,147
briefes,letter,0,147
tatorten,crime scenes,0,147
